Symbol
MCHP
DLR
GOLD
ING
HES
DLTR
CMG
AFL
A
JCI
EA
SBAC
LYB
MSI
ALL
ET
STM
BK
ALC
LNG
BKR
RACE
DELL
TU
PH
PEG
CRWD
IMO
HAL
AJG
CARR
GPN
MFC
ED
PUK
WIT
ORAN
TSN
BBVA
WCN
DD
IFF
CHT
MSCI
WEC
ABC
ANET
ROST
YUM
BCS
NUE
TT
EC
OTIS
MPLX
ES
APO
DDOG
FAST
IDXX
KKR
TDG
ODFL
GLW
CRH
MTB
TLK
OKE
HRL
BIIB
MFG
PCAR
LCID
DFS
RMD
AVB
AMP
CMI
TWTR
PPG
WY
GFS
MTD
EQR
VICI
TEF
SLF
AME
CERN
NWG
TROW
NOK
VRSK
MKC
ARE
ZM
AWK
ALB
SGEN
CQP
CPRT
ERIC
FNV
CBRE
FERG
APTV
CAJ
RCI
LUV
LVS
SIVB
EIX
DTE
EBAY
VEEV
STT
CNHI
FRC
MT
TTD
K
CTRA
KEYS
FITB
DAL
NIO
GWW
SIRI
ZBH
DHI
NDAQ
AEE
EXR
EFX
ON
ETR
CHD
CCEP
FE
SQM
AEM
ROK
PCG
FANG
FTS
DASH
TSCO
BALL
CDW
MOS
HIG
WTW
LI
CSGP
WST
LH
RIVN
CF
LEN
CPNG
INVH
VTR
STE
MTCH
ALGN
CLR
PBA
ANSS
NTRS
PHG
PPL
VMC
IX
HZNP
FTV
HPE
UMC
TECK
DRE
ULTA
MAA
IT
ENPH
URI
CINF
MLM
NU
CMS
DB
TTM
ZTO
LYV
MRO
ZS
RJF
GIB
GRMN
PARAA
SUI
CNP
SPOT
EXPE
MPWR
AMCR
CLX
WAT
GMAB
GPC
HOLX
DOV
XPEV
BBY
ESS
RBLX
TS
LBRDK
CFG
FOXA
NET
AVTR
ELP
EXPD
HBAN
TDY
PKI
CEG
BIP
RF
RYAAY
HEI
VFC
PARA
JBHT
WDC
TWLO
LBRDA
VRSN
MKL
WPM
WRB
SWK
MOH
STX
EPAM
IP
PFG
MGA
IR
BXP
FLT
RPRX
CTLT
PKX
FMS
AGR
ACGL
FOX
ZBRA
KEY
J
ZI
ROL
ICLR
CAG
BG
MDB
WLK
SHG
PAYC
IEP
ARGX
CS
SYF
YUMC
TER
CCL
INCY
PLTR
TRGP
VIV
SWKS
TRMB
BR
PEAK
BRO
COO
COIN
PWR
KB
HUBS
POOL
QSR
NTAP
DGX
AKAM
OMC
TRU
DRI
WAB
SSL
ATO
CHKP
CE
RCL
SJM
ACI
L
SPLK
WPC
EVRG
CUK
IRM
BEKE
CPT
UDR
CAH
CPB
ICL
SSNC
ALNY
BIO
MGM
DOCU
KMX
WMG
LNT
FMC
XYL
EQT
PKG
ENTG
UI
HST
LKQ
KIM
APA
TYL
BMRN
PINS
HWM
UAL
TECH
AVY
STLD
APP
FDS
LDOS
IEX
OKTA
GNRC
FWONK
NLOK
NVR
ASX
SNN
SUZ
PODD
LPLA
CHRW
LSXMB
CG
TXT
SJR
VTRS
TCOM
AES
WPP
ELS
BGNE
EMN
TW
TFX
AAP
LU
MAS
CCK
EBR
AMH
CSL
JKHY
FWONA
LSXMA
LSXMK
PTC
HAS
TTWO
ROKU
CTXS
IPG
ALLY
BEN
NICE
DAR
NI
AFG
SEDG
TAP
CBOE
NDSN
LBTYK
JHX
DPZ
ZEN
ENIA
LUMN
CNA
WRK
ARES
KOF
CRL
SBNY
REG
LBTYA
HSIC
GDDY
SNA
ABMD
BBWI
FHN
WTRG
BLDR
FNF
RS
OVV
BILL
BURL
LBTYB
CLF
CHK
KEP
Y
GLPI
CHWY
CZR
AER
RE
AA
QRVO
NMR
AZPN
REXR
IHG
ELAN
ETSY
BAH
BKI
RPM
MPW
DISH
VST
AAL
SCI
U
XP
WES
TPL
AR
BAP
QGEN
DINO
EQH
MMP
NRG
NWS
HUBB
NWSA
FCNCA
DOX
AEG
BNOX
UHAL
GGG
GFI
MORN
SKM
RHI
WHR
PHM
EWBC
FFIV
WSO
CAR
LAMR
BHVN
OTEX
GRAB
CMA
BCH
GFL
ALLE
JNPR
NLY
AIZ
LSI
MKTX
Z
PLAN
LOGI
CUBE
CLVT
DT
ARCC
OLN
ZG
AQN
ACM
GL
SNX
GGB
DVA
FICO
JLL
MTN
NWL
ESLT
UHS
BEP
AGCO
AOS
LNC
FRT
LW
JAZZ
CIB
HTHT
OLPX
NFE
SEE
WOLF
GOL
OC
PATH
MAT
GRFS
BSAC
ACC
ZNGA
NLSN
OGN
CCJ
FBHS
WF
BWA
XM
PCTY
H
WFG
BSY
EXAS
BRKR
HOOD
TEVA
PAG
WSM
MHK
BJ
ARMK
LAD
ERIE
ZNH
TPR
SBSW
CGNX
RDY
UTHR
PLUG
CDAY
PNW
UGI
RGEN
PHI
RRX
WBS
XRAY
ARW
TTC
PNR
HII
JBL
NBIX
CBSH
BILI
IVZ
ZION
WAL
RGA
G
ZIM
TX
BZ
OGE
LECO
CFR
FIVE
AGL
CIEN
CASY
CACC
PSTG
LII
HTZ
NNN
WSC
MIDD
STOR
LEA
RGLD
THC
KNX
DBX
CNXC
DLB
USFD
PAA
SWN
SEIC
FLEX
MASI
HUN
RRC
MANH
AU
WYNN
GLOB
FND
DKS
CHE
BSMX
CHDN
PAC
JEF
TFII
WMS
DXC
CAE
DIDI
NOV
PPC
IAC
SYNH
CHNG
STWD
BRX
AN
HNP
TOST
ATR
KRC
DCP
YMM
WH
TME
CHH
FR
BERY
ORI
GME
PSO
RL
NVCR
UNM
LEVI
ST
NXST
WEX
EGP
COLD
DNB
AIRC
RH
CSAN
RBA
OHI
PFGC
GNTX
ACH
NVST
AXON
KT
CABO
NCLH
HTA
TREX
BAK
FSLR
AVLR
TTEK
LYFT
VNO
IIVI
PDCE
GWRE
COHR
WU
SF
RNR
LSCC
FIVN
AFRM
GMED
DECK
EXEL
ASR
LFUS
BLD
